"time","mean","stdev","min","max","q1","q3","median","sDE2","sDE1","sBE","sNO","sNL","sBY","sSI","sBG","sSK","sFI","sSE","sDK","sIS","sUA","sIT","sMT","sUK","sMK","sIE","sME","sMD","sIL","sES","sCH","sGR","sPT","sEE","sCY","sCZ","sFR1","sFR2","sAT","sHR","sHU","sLT","sLU","sLV","sRO","sRS","sTR","sPL"
13.8,0.0935121951219512,0.09400755598879443,0.0935121951219512,0.526,0.04,0.108,0.052,0.526,0.042,0.05,0.032,0.114,0.042,0.048,0.108,0.092,0.05,0.094,0.282,0.058,0.048,0.15,0.028,0.096,0.04,0.022,0.03,0.052,0.06,0.032,0.18,0.038,0.034,0.076,0.05,0.122,0.06,0.054,0.138,0.034,0.258,0.052,0.044,0.034,0.102,0.032,0.24,0.19
13.9,0.0930731707317073,0.09420693109085031,0.0930731707317073,0.53,0.042,0.11,0.052,0.53,0.042,0.048,0.038,0.11,0.042,0.05,0.112,0.094,0.048,0.09,0.286,0.058,0.052,0.142,0.026,0.098,0.042,0.024,0.028,0.046,0.062,0.032,0.174,0.04,0.038,0.076,0.048,0.118,0.052,0.05,0.136,0.034,0.256,0.054,0.048,0.034,0.094,0.032,0.236,0.196
14.0,0.09248780487804878,0.09344337582421422,0.09248780487804878,0.526,0.04,0.106,0.052,0.526,0.04,0.05,0.036,0.104,0.042,0.046,0.108,0.094,0.052,0.092,0.278,0.058,0.052,0.144,0.026,0.106,0.04,0.026,0.026,0.042,0.062,0.032,0.188,0.038,0.04,0.07,0.052,0.118,0.06,0.05,0.136,0.03,0.248,0.052,0.042,0.032,0.09,0.034,0.232,0.198
14.1,0.09395121951219511,0.09534071155073574,0.09395121951219511,0.538,0.038,0.108,0.054,0.538,0.044,0.054,0.038,0.11,0.038,0.042,0.108,0.094,0.054,0.094,0.284,0.056,0.052,0.156,0.03,0.108,0.042,0.03,0.028,0.038,0.064,0.028,0.188,0.038,0.044,0.072,0.056,0.12,0.05,0.05,0.136,0.03,0.248,0.05,0.05,0.032,0.088,0.034,0.238,0.198
14.2,0.09141463414634148,0.09105478801242746,0.09141463414634148,0.512,0.04,0.11,0.052,0.512,0.044,0.052,0.04,0.11,0.036,0.044,0.104,0.092,0.044,0.084,0.276,0.054,0.046,0.152,0.03,0.112,0.04,0.038,0.028,0.036,0.06,0.026,0.18,0.038,0.044,0.074,0.052,0.114,0.052,0.05,0.132,0.034,0.246,0.048,0.052,0.036,0.084,0.036,0.23,0.186
14.3,0.09209756097560978,0.09159928769508137,0.09209756097560978,0.518,0.04,0.112,0.052,0.518,0.044,0.058,0.04,0.114,0.036,0.048,0.102,0.094,0.044,0.082,0.27,0.052,0.046,0.152,0.026,0.114,0.04,0.042,0.034,0.034,0.064,0.024,0.184,0.04,0.044,0.072,0.05,0.112,0.052,0.05,0.138,0.036,0.248,0.048,0.052,0.034,0.086,0.036,0.232,0.184
14.4,0.09146341463414634,0.09147359943294198,0.09146341463414634,0.516,0.042,0.112,0.05,0.516,0.044,0.054,0.038,0.112,0.032,0.048,0.096,0.094,0.046,0.084,0.27,0.05,0.044,0.156,0.026,0.116,0.04,0.044,0.03,0.032,0.068,0.024,0.192,0.038,0.044,0.072,0.048,0.112,0.054,0.05,0.132,0.042,0.242,0.05,0.048,0.038,0.08,0.03,0.232,0.182
14.5,0.09243902439024389,0.09204083101894478,0.09243902439024389,0.524,0.042,0.112,0.052,0.524,0.044,0.054,0.038,0.112,0.032,0.054,0.088,0.096,0.046,0.086,0.268,0.048,0.042,0.158,0.024,0.116,0.038,0.046,0.034,0.03,0.066,0.028,0.198,0.042,0.044,0.07,0.052,0.118,0.058,0.05,0.138,0.044,0.24,0.052,0.05,0.038,0.078,0.036,0.23,0.18
14.6,0.09282926829268291,0.09209854278104207,0.09282926829268291,0.524,0.042,0.104,0.054,0.524,0.044,0.054,0.04,0.104,0.034,0.052,0.086,0.1,0.046,0.084,0.264,0.046,0.04,0.17,0.024,0.116,0.034,0.046,0.036,0.03,0.068,0.03,0.202,0.042,0.044,0.07,0.054,0.116,0.058,0.052,0.15,0.042,0.236,0.054,0.05,0.038,0.08,0.036,0.228,0.182
14.7,0.09473170731707317,0.09434111029772238,0.09473170731707317,0.538,0.04,0.108,0.054,0.538,0.046,0.056,0.038,0.108,0.034,0.052,0.088,0.104,0.048,0.088,0.268,0.044,0.038,0.176,0.026,0.118,0.034,0.05,0.038,0.03,0.076,0.032,0.206,0.042,0.04,0.072,0.054,0.116,0.06,0.05,0.15,0.044,0.244,0.054,0.054,0.04,0.08,0.036,0.234,0.178
14.8,0.09331707317073169,0.09468675932480565,0.09331707317073169,0.542,0.04,0.108,0.052,0.542,0.044,0.054,0.04,0.108,0.032,0.05,0.09,0.096,0.048,0.09,0.264,0.042,0.036,0.174,0.024,0.114,0.036,0.05,0.04,0.026,0.08,0.032,0.202,0.042,0.038,0.068,0.052,0.114,0.064,0.044,0.144,0.042,0.242,0.058,0.052,0.038,0.068,0.034,0.236,0.176
14.9,0.09204878048780486,0.09500756098781957,0.09204878048780486,0.544,0.038,0.106,0.054,0.544,0.044,0.058,0.04,0.112,0.036,0.048,0.086,0.092,0.05,0.096,0.268,0.04,0.032,0.168,0.028,0.106,0.034,0.044,0.046,0.024,0.076,0.028,0.192,0.036,0.038,0.07,0.052,0.11,0.06,0.044,0.138,0.036,0.246,0.054,0.054,0.036,0.066,0.034,0.238,0.17
15.0,0.09234146341463413,0.09466335983589107,0.09234146341463413,0.542,0.04,0.104,0.056,0.542,0.042,0.058,0.044,0.11,0.034,0.048,0.088,0.092,0.048,0.09,0.27,0.042,0.032,0.17,0.03,0.104,0.036,0.044,0.044,0.024,0.074,0.03,0.194,0.036,0.04,0.072,0.056,0.11,0.06,0.05,0.14,0.036,0.244,0.058,0.05,0.038,0.064,0.034,0.238,0.17
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"",0.08974813339970134,0.08855847124415975,0.08974813339970134,0.5004081632653063,0.0395918367346939,0.10118367346938775,0.053755102040816335,0.5004081632653063,0.04253061224489798,0.050163265306122445,0.030040816326530634,0.09559183673469386,0.032693877551020434,0.04363265306122451,0.08032653061224493,0.09248979591836731,0.05032653061224491,0.09302040816326532,0.2547755102040816,0.048163265306122464,0.041959183673469416,0.16330612244897968,0.026938775510204096,0.11261224489795914,0.03257142857142859,0.036081632653061246,0.03677551020408165,0.04179591836734696,0.06387755102040818,0.04159183673469389,0.1864489795918368,0.039020408163265324,0.040938775510204105,0.06559183673469389,0.05587755102040817,0.10681632653061227,0.06644897959183674,0.05726530612244896,0.12934693877551018,0.03722448979591839,0.24783673469387754,0.05179591836734694,0.0345714285714286,0.03906122448979594,0.08763265306122447,0.03453061224489798,0.2237959183673469,0.163795918367347
